name	taxonomy_id	taxonomy_lvl	D_AM2	D_AM3	D_AM4	D_AM5	D_AM6	D_AM7	D_AM8	D_AM9	D_AM10	D_AM11	D_AM12	D_AM13	D_AM14	D_AM15	D_AM16	D_AM17	D_AM18	D_AM19	D_AM20	D_AM21	D_AM22	D_AM23	D_AM24	D_AM25	D_AM26	D_AM27	D_AM28	D_AM29	D_AM32	D_AM34	D_AM36	D_AM37	D_AM38	D_AM39	D_AM40	D_AM41	D_AM42	D_AM43	D_AM44	D_AM45	D_AM46	D_AM47	D_AM48	D_TT76	D_TT88	H_BP1	H_BP3	H_BP4	H_BP5	H_BP6	H_BP7	H_TT1	H_TT2	H_TT3	H_TT4	H_TT5	H_TT7	H_TT8	H_TT9	H_TT10	H_TT11	H_TT12	H_TT15	H_TT16	H_TT17	H_TT18	H_TT20	H_TT21	H_TT23	H_TT24	H_TT28	H_TT29	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT59	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81
Mycolicibacterium arabiense	1286181	S	36	47	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	22	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	10	0	0	0	0
Mycolicibacterium frederiksbergense	117567	S	61	55	24	25	0	13	0	21	27	14	0	11	0	0	20	41	0	0	0	0	86	0	0	0	0	0	0	0	0	17	42	0	89	0	13	120	23	0	0	24	0	0	11	0	21	0	35	0	38	0	72	0	7	0	25	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Mycolicibacterium confluentis	28047	S	12	0	0	0	0	0	0	6	0	0	0	0	0	18	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	9	26	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium tuberculosis	1773	S	170	0	2695	0	0	1541	0	2602	1697	644	845	104	1528	223	231	708	788	187	0	386	1622	485	0	42	141	680	1574	1961	1036	0	2162	2881	231	1580	304	449	457	179	275	1036	2908	2120	124	834	125	1115	1200	0	0	0	6856	676	1168	903	258	578	523	2752	871	74	1322	21829	2262	3108	533	2576	463	421	244	1000	646	3138	124	75	826	713	2632	1768	7573	282	3978	5587	3053	4400	667	0
Mycobacterium sp. ITM-2016-00316	2099695	S	13	122	12	0	0	0	22	8	0	11	0	0	0	0	19	0	0	0	0	0	7	0	0	0	0	0	0	0	0	18	14	0	0	0	33	80	19	0	0	8	0	0	30	0	11	0	0	0	0	8	39	0	34	0	0	0	0	0	0	0	0	0	0	14	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	7	0	0
Mycobacterium cookii	1775	S	6	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonella clevelandensis	1528099	S	196	198	147	142	106	419	139	1219	214	1073	133	28	47	663	144	2859	715	244	261	236	91	417	117	23	45	49	761	342	54	320	7573	226	97	231	1174	7862	318	141	153	100	114	101	260	275	150	500	10452	518	706	1427	9071	197	919	551	923	242	7	1768	22438	45	930	1790	126774	2981	8348	1041	15257	487	99	951	993	9602	340	27	25136	5046	282	5274	496	270	61141	4445	11004	361	96	319
Rhodococcus fascians	1828	S	81	179	106	104	92	16	304	103	41	77	23	9	14	104	178	94	181	45	125	0	33	0	50	0	26	16	199	0	11	51	185	42	346	0	226	281	26	25	43	67	24	5	47	22	57	0	59	0	80	146	147	25	41	10	92	51	0	0	0	22	0	9	0	131	86	0	15	18	0	22	6	0	0	0	0	25	0	75	8	6	844	225	40	0	25	55
Rhodococcus sp. PBTS 1	1653478	S	11	0	7	22	0	0	5	0	35	0	0	0	0	277	112	31	0	0	212	0	0	82	0	0	0	0	0	59	0	70	7	0	0	0	18	0	0	0	0	0	0	0	0	0	0	418	259	231	0	0	0	25	0	0	25	0	0	0	429	0	0	0	0	149	149	0	41	0	0	17	355	0	0	0	0	0	0	60	0	0	917	106	30	308	7	0
Streptomyces sp. T12	477697	S	184	270	265	0	0	75	155	380	20013	152	507	248	2300	1849	100	9705	674	887	517	1282	675	2115	823	76	408	323	4523	156	584	639	28823	3137	10066	3722	1500	3679	643	367	2265	116	257	47	1613	734	1744	345	1165	308	1199	347	917	870	742	105	1051	38629	129	270275	438	12866	1232	5687	1046	14736	8109	89	965	6451	3107	18987	451	33	189	108	136	95	110	2758	177	1401	1332	9169	3344	553	569	1129
Streptomyces sp. HUAS CX7	3062782	S	51	0	616	0	0	81	70	216	87	181	191	29	68	32	41	99	55	95	0	0	0	41	0	0	66	35	130	195	142	0	57	109	0	130	36	70	0	30	0	116	108	93	0	167	0	147	73	0	0	0	708	0	69	91	0	276	130	0	83	0	81	296	2088	189	76	196	0	21	19	87	0	129	0	0	63	101	274	225	70	12	932	189	80	53	65	0
Streptomyces sp. M92	2944250	S	11	0	28	0	0	0	0	14	53	0	0	0	16	0	0	12	0	0	0	0	24	0	0	0	0	0	21	0	20	0	0	0	0	15	0	15	0	0	0	0	22	14	0	0	0	0	16	0	0	0	0	0	0	14	11	0	0	0	0	0	0	40	10	54	0	60	8	0	18	28	0	39	0	0	0	31	0	0	6	0	19	11	0	0	36	0
Streptomyces sp. CGMCC 4.1456	3074897	S	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces venezuelae	54571	S	1211	0	3441	26	0	0	0	0	12	0	0	0	0	0	0	5	1237	0	0	0	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1618	0	0	0	6293	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0
Streptomyces cadmiisoli	2184053	S	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Streptomyces alfalfae	1642299	S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 169	712116	S	18	120	0	0	59	14	54	0	41	18	0	0	0	161	50	74	0	0	114	0	0	101	20	27	0	0	170	33	0	32	138	61	503	29	214	484	0	11	47	141	0	0	22	0	26	95	257	0	91	710	127	0	0	0	88	0	0	0	33	0	34	0	0	194	199	0	0	26	48	277	52	120	0	33	0	89	0	168	42	32	241	36	73	24	0	88
Actinomyces sp. oral taxon 171	706438	S	8	82	0	26	0	0	0	15	33	0	12	0	0	90	64	13143	35	0	58	52	0	48	0	0	0	0	111	81	13	0	87	0	187	0	73	886	15	26	24	15	15	0	8	22	7	68	232	59	8	706	62	0	0	0	70	0	0	0	72	0	0	0	0	165	70	0	28	13	32	24	140	47	0	16	0	0	0	88	0	0	162	42	22	14	7	36
Actinomyces sp. HMT 175	2789425	S	11	0	75	0	31	0	0	54	63	0	0	27	0	235	42	93	0	0	114	0	0	260	50	0	0	0	201	23	0	58	87	0	461	0	133	1252	15	31	0	129	0	0	26	77	51	0	0	92	32	324	0	0	0	0	103	0	0	0	0	0	0	0	0	226	483	0	0	0	67	195	0	0	0	0	0	0	0	89	0	0	320	215	46	0	0	181
Actinomyces naeslundii	1655	S	20	55	27	17	69	6	37	57	82	13	13	7	83	322	63	88	32	0	155	74	0	129	24	0	0	0	217	39	14	7	93	12	343	22	154	596	46	27	50	108	6	0	12	21	29	0	30	123	71	2083	68	22	0	12	110	25	17	0	79	0	0	1173	18	212	264	0	26	10	27	533	62	0	20	0	0	35	0	303	0	52	1387	170	37	11	0	80
Actinomyces oris	544580	S	22	211	66	53	19	46	130	31	129	82	65	0	182	719	200	246	259	0	127	328	0	325	19	64	20	242	930	322	81	149	518	33	1535	52	539	2564	97	39	105	196	260	0	134	93	123	68	1043	271	116	4918	879	74	135	45	553	156	0	0	290	89	120	4163	113	1559	1272	0	131	249	177	1139	0	170	85	43	44	155	34	558	0	49	394	823	270	110	70	534
Actinomyces massiliensis	461393	S	13	65	17	48	0	21	0	17	48	14	16	0	14	111	0	131	26	38	195	30	0	44	0	0	0	22	269	202	0	0	126	0	152	6	131	837	17	7	15	127	0	0	17	15	10	25	34	12	10	599	27	0	12	0	46	28	0	0	52	17	6	80	0	183	103	0	9	11	27	146	0	0	0	8	0	0	0	86	18	0	365	85	38	5	0	72
Actinomyces viscosus	1656	S	5	95	0	23	0	0	0	0	24	0	0	0	0	27	0	22	9	0	0	30	0	0	0	0	0	0	37	0	0	0	32	0	66	7	17	0	0	0	11	0	9	0	8	0	0	0	0	0	6	693	0	0	0	0	18	0	0	97	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	61	0	0	72	0	0	0	0	17
Actinomyces weissii	675090	S	5	136	0	22	29	0	0	0	19	0	0	0	0	0	0	0	0	0	0	10	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	29	0	0	11	0	0	0	0	0	0	0	11	0	0	0	225	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia odontolytica	1660	S	56	130	30	61	35	11	125	37	102	70	19	20	23	111	6	248	149	27	189	205	0	120	39	9	22	40	235	14	21	51	210	285	252	25	154	157	36	34	140	73	28	0	34	30	61	16	261	0	29	151	269	45	82	9	121	31	6	0	77	0	24	17	13	283	221	12	0	21	112	119	22	42	9	7	29	68	0	190	34	19	350	231	318	33	36	325
Gleimia europaea	66228	S	22	0	0	0	0	0	0	0	0	0	0	0	36	0	0	10	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	631	0	11	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	33	0	0	1355	0	0	0	36568	0	25	0	0	0	0	0	13	0	372	0	0	0	40	0	70	16	0	1007	0	9	43	0	0
Trueperella abortisuis	445930	S	13	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	15	0	0	14	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	7	0	0	0	0	0	0	0	0	34	5	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	42	0	5	6
Winkia neuii	33007	S	14	65	21	29	102	11	37	56	120	0	0	38	99	14	0	39	15	33	40	0	0	111	62	0	9	0	38	96	22	0	44	82	32	15	35	104	301	25	0	29	0	36	5	9	0	196	19699	57	54	226	160574	16	717	0	26	0	0	461	548	56	67	23707	8891	388	103	728	21813	329	10	5134	1036	47	0	239	29847	2441	34	816	9222	58	44640	45999	339	1945	124	566
Bifidobacterium longum	216816	S	41	14	4157	75	514	192	65	326	1607	677	353	49	3205	0	92	224	930	377	0	54	374	294	142	36	305	249	435	352	1522	18	75	389	0	151	601	81	50	172	74	105	200	3116	35	1316	0	274	10192	0	0	233	240	623	141	974	0	88	42	2225	635	68	139	22064	202	232	92	4738	91	40	730	1858	562	3232	623	49	4583	270	161	635	163	139	128	1158	229	329	127	0
Bifidobacterium adolescentis	1680	S	17	0	140	0	44	0	56	26	29	23	7	0	275	0	17	30	38	21	114	57	0	0	0	0	18	364	36	15	53	0	15	0	0	17	23	0	0	0	8	0	18	97	0	44	0	10	113	21	0	0	26	17	7	46	45	0	0	31	0	0	0	199	6	69	0	217	6	0	20	53	28	105	0	6	61	24	20	209	6	9	0	22	8	110	9	0
Gardnerella swidsinskii	2792979	S	29	0	980279	140	16	17	203	126	1264	26821	0	0	3714	0	0	594	5404	0	429	0	0	0	44802	0	110	5012	131	115	1590098	58	183	71	0	0	45	189	23	0	0	0	16	2419	0	9357	85	52125	650	56	75	770	0	226624	3621	54525	32	0	0	0	105	0	0	434	145	148	1794	3706090	9725	5898	664	144	292920	1491636	82	4267	267	473	0	0	61	870	3104	498	0	71	12	0
Gardnerella leopoldii	2792978	S	13	0	1014308	187	191	0	0	0	216333	415	0	0	58371	0	0	133	183854	0	0	0	31	0	1035	0	0	101	0	0	50683	0	0	0	34	0	0	0	0	0	0	0	52	1295	0	599378	78	5326	105	0	0	0	0	26991	296	1995	0	0	0	34	13810	0	0	993	0	0	242	54269	253	183	107060	153	8549	242410	0	92	32	127	0	160	0	158	0	25174	0	0	0	0
Gardnerella vaginalis	2702	S	6	0	1887719	11	19	0	62	44	132498	71090	0	0	5555250	481	34	5594	655626	3399	0	90	46	76	19092	73	4132	1015	6646	0	804935	976	108	39	482	163	81	522	16	42	49	0	61	3871980	630	253159	30	29174	5413	0	48	1086	30	93017	29	62937	302	2192	0	752	1977	85	0	16714	317	801	310	2550483	21650	6079	950200	225781	93818	1069409	60	2369	180	230	98	73	13	29	919	659	384	0	112	1085
Blastococcus sp. PRF04-17	2933797	S	21	0	0	0	0	0	47	108	48	0	0	0	0	45	0	122	0	0	121	0	24	39	18	0	0	0	0	0	36	20	19	267	19	0	0	60	0	0	0	0	0	0	27	0	0	0	0	0	0	0	140	0	0	0	50	0	0	0	0	0	0	0	0	340	243	0	0	12	0	25	0	0	0	0	0	0	86	228	33	0	0	359	0	0	28	11
Blastococcus saxobsidens	138336	S	15	0	0	6	0	0	34	173	60	0	0	0	0	45	50	33	9	23	81	0	25	111	0	0	0	6	81	0	10	41	103	188	175	0	0	30	0	0	0	0	0	0	0	0	0	0	56	53	47	18	0	48	0	0	95	0	0	0	24	0	37	0	0	405	153	8	0	0	34	0	41	0	0	0	0	15	582	275	0	0	0	644	0	0	61	0
Thermomonospora amylolytica	1411117	S	5	0	0	0	0	11	0	33	20	0	8	0	0	16	0	50	11	12	0	0	0	0	0	0	15	0	9	11	0	8	26	0	0	0	35	0	0	9	0	0	0	0	0	0	0	8	54	25	33	0	133	0	49	6	28	22	0	0	83	0	8	20	454	32	239	16	58	0	0	0	0	59	0	0	69	28	0	55	0	0	380	34	52	28	0	0
Micromonospora carbonacea	47853	S	16	196	0	0	175	0	0	28	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora sp. WMMD712	3016096	S	8	194	0	0	0	0	137	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nakamurella multipartita	53461	S	24	7	0	8	14	0	25	165	45	0	0	11	0	45	0	55	0	9	53	0	0	58	0	0	12	0	61	0	0	0	0	169	0	0	14	168	0	0	5	0	0	0	0	0	0	0	331	0	0	16	15	13	9	0	32	0	0	217	0	0	19	2247	0	64	30	0	0	0	0	68	0	26	0	0	98	73	0	37	0	0	0	119	0	23	0	15
Kibdelosporangium phytohabitans	860235	S	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epidermidibacterium keratini	1891644	S	10	0	16	0	0	0	0	36	0	0	0	0	0	5	0	11	0	17	0	0	0	18	0	0	0	0	0	0	0	0	5	12	17	0	0	0	0	26	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	260	0	0	13	14	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	31	0	0	0
Arabiibacter massiliensis	1870985	S	32	0	0	0	79	0	0	33	0	36	0	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0	23	0	218	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	28	0	0	104	11	0	0	421	0	0	0	79	107	0	0	9434	24	0	0	78	0	1804	0	0	44	158	0	172	0	10	0	0	22	0	0	0
Eggerthella lenta	84112	S	28	0	45	0	0	32	0	38	33	22	0	0	34	0	6	0	48	40	19	30	35	25	0	0	23	45	43	84	96	0	0	128	0	29	0	13	7	0	0	16	23	367	0	25	0	0	64	0	0	0	36	0	15	56	0	40	0	17	16	0	7	293	21	77	0	536	22	0	0	121	0	57	0	0	11	35	92	19	14	32	112	62	16	106	14	0
Collinsella stercoris	147206	S	11	35	0	14	0	0	0	16	6	0	0	0	9	0	0	19	0	0	20	0	0	0	0	0	0	0	0	0	7	0	14	166	0	0	0	73	0	0	0	0	0	0	0	5	0	0	0	0	0	33	19	55	0	0	14	0	174	0	0	0	0	57	0	10	0	42	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Collinsella aerofaciens	74426	S	21	8	18	15	0	0	94	95	45	0	0	0	0	0	7	0	0	15	81	13	0	0	0	11	0	239	161	0	25	0	0	0	0	36	21	262	28	0	0	46	0	0	0	0	0	0	42	22	0	135	58	0	0	0	0	0	0	25	49	0	0	15	0	36	70	1443	0	14	0	24	15	187	0	0	0	0	0	138	0	0	398	69	30	64	22	0
Iamia majanohamensis	467976	S	12	128	64	19	0	0	0	374	107	0	0	0	0	0	0	27	0	0	66	0	0	31	0	0	0	0	0	0	0	0	6	31	26	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	20	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	0	0	0	0	27	20	0	0	0	0	0	0	0	13	0	132	109	17	32	0	0
Aquihabitans sp. G128	2849779	S	5	60	231	12	0	0	11	168	68	0	0	0	0	17	0	38	112	0	0	0	0	94	0	8	0	0	24	36	0	0	18	22	69	0	55	151	0	29	22	0	23	0	0	0	0	0	88	0	8	0	0	22	26	7	0	0	0	7	0	14	14	0	14	71	157	0	16	0	0	21	18	0	0	0	17	117	0	56	0	0	10	1072	33	13	19	12
Acidimicrobium ferrooxidans	53635	S	5	0	0	0	0	0	0	29	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	28	23	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	65	0	0	0	0
Thermoleophilum album	29539	S	6	61	0	0	0	0	0	0	5	0	0	0	0	26	0	26	11	0	0	38	0	32	0	0	0	0	0	0	0	0	0	30	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	10	0	23	0	19	22	0	0	36	0	0	0	0	15	0	0	0	0	24	0	0	0	22	10	0	6	0
Deinococcus geothermalis	68909	S	3286	63	15	17	47	40	87	40	370	246	421	149	41	13	0	267	140	78	18	0	122	2042	0	431	86	343	148	0	0	0	242	159	0	150	70	364	0	181	0	44	0	0	0	0	95	0	94	55	0	0	136	264	309	0	97	23	27	0	0	196	449	0	203	849	2984	0	0	0	0	424	0	0	22	0	0	0	2085	1247	0	86	0	9154	862	0	0	0
Mycoplasma mycoides	2102	S	44	97	24	107	25	0	198	153	59	55	63	26	0	53	46	0	0	111	0	23	5	0	20	0	27	0	5	0	9	18	155	0	24	0	198	400	32	28	66	200	18	0	177	189	12	0	10	29	110	86	153	55	59	0	99	212	0	0	75	0	0	6	0	18	18	0	0	0	0	8	9	0	9	0	0	0	0	48	0	11	25	25	84	7	32	51
Mycoplasma capricolum	2095	S	14	0	126	0	0	61	11	86	177	194	165	31	27	0	36	51	36	13	0	0	2413	52	0	36	17	18	91	162	28	0	43	54	57	113	7	0	0	128	12	119	158	49	0	0	12	27	63	0	0	47	195	0	18	109	0	51	288	665	35	12	46	2758	137	154	0	20	33	0	0	100	15	24	0	0	69	47	219	127	81	21	113	157	29	116	105	0
Mycoplasma sp. SG1	2810348	S	7	0	22	0	0	43	0	17	67	0	9	0	6	0	8	15	0	0	0	0	22	9	0	8	0	0	36	15	7	7	33	12	0	41	6	10	0	12	0	12	56	10	0	0	9	9	12	0	0	0	39	0	10	12	0	0	0	0	11	0	9	39	23	56	11	6	10	0	0	48	0	15	0	9	11	28	28	30	14	5	24	47	14	11	39	0
Mycoplasma sp. 1654_15	2725994	S	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma seminis	512749	S	12	0	0	0	0	0	0	0	32	0	0	18	6	0	17	0	0	0	0	0	53	20	0	0	0	0	12	0	0	0	0	0	0	16	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	7	0	0	107	0	9	0	0	0	0	0	10	0	0	0	0	5	19	0	7	0	0	21	0	0	7	38	0
Mycoplasmopsis felis	33923	S	18	0	72	0	0	179	9	65	57	101	176	13	0	0	16	29	7	9	0	7	30	36	6	15	8	11	44	105	16	0	99	22	11	51	35	26	30	85	36	110	75	81	8	0	7	23	23	0	0	0	291	0	101	12	0	28	98	7	27	0	161	90	61	41	54	0	9	0	0	82	0	0	0	7	7	20	192	112	180	18	362	342	166	49	8	24
Mycoplasmopsis bovis	28903	S	26	0	19	0	0	30	0	0	19	0	38	0	11	0	0	23	0	0	0	0	29	35	0	0	0	0	10	0	5	0	11	0	39	14	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	14	0	0	0	0	0	0	96	0	0	16	97	0	8	0	38	8	0	0	0	0	8	0	0	0	0	0	0	0	0	23	12	19	0	0	0
Xianfuyuplasma coldseepsis	2782163	S	47	0	74	0	0	124	0	95	275	180	96	27	54	0	161	48	61	55	0	14	162	26	0	34	47	39	83	131	16	0	121	16	38	80	52	10	21	50	23	256	174	28	5	11	15	16	47	12	0	0	240	0	33	180	0	123	28	0	41	65	40	268	72	49	6	0	15	0	0	101	0	40	28	12	41	57	120	92	96	21	202	95	66	64	207	11
Mycoplasmoides fastidiosum	92758	S	5	0	32	0	0	80	0	34	47	27	38	0	0	0	0	0	11	33	0	0	24	0	0	10	23	0	66	162	0	0	24	0	0	68	26	11	0	0	0	28	74	0	0	0	0	0	0	0	0	0	68	0	17	14	0	56	0	0	64	0	44	101	117	18	0	0	5	0	0	72	0	8	0	0	0	14	90	59	47	0	71	15	43	92	15	0
Crinalium epipsammum	241425	S	10	0	90	0	0	110	10	67	93	80	87	15	0	24	18	29	21	71	0	12	33	23	6	18	15	19	58	95	0	0	99	16	57	69	33	37	13	53	32	42	67	62	0	23	35	23	0	0	0	0	182	9	70	23	0	82	49	0	35	0	41	0	88	24	54	0	0	0	0	40	0	0	0	11	0	79	185	100	55	33	314	238	69	29	20	15
Planktothrix agardhii	1160	S	61	0	201	0	0	87	0	348	711	0	105	0	37	0	1148	256	604	0	0	45	124	0	0	0	39	68	341	519	0	0	195	0	0	176	0	241	0	291	337	89	543	43	0	0	0	152	0	0	0	0	285	0	388	151	0	167	31	390	140	0	156	1927	304	496	0	0	126	36	0	592	0	0	0	0	165	809	286	422	154	66	2376	1068	97	229	193	0
Microcystis sp. MC19	1967666	S	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	42	0	0	8	0	0	0	0	0
Gloeocapsa sp. PCC 7428	1173026	S	13	0	0	0	12	6	0	0	66	21	0	0	0	58	211	96	10	18	20	0	0	191	0	0	0	5	0	39	7	0	68	23	94	0	313	0	0	278	56	0	12	0	19	11	0	0	0	0	0	218	88	11	8	0	14	0	0	0	0	0	6	37	0	40	46	0	0	0	0	20	0	0	0	11	8	386	0	30	0	0	529	426	0	20	0	6
Trichothermofontia sichuanensis	3045816	S	15	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0	0	36	55	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	12	0	0	0	0	0	0	0	0	0	0	91	46	0	0	0	0
Leptolyngbya sp. O-77	1080068	S	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	10	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	406	0	0	0	0
Escherichia coli	562	S	22640	362763	24800	161583	228524	13963	173840	100858	39630	8767	6657	1858	658	26665	5464	10949	4882	13785	10261	15501	2869	20939	2379	1528	4051	2628	7529	3703	1462	9407	62375	1585	18998	1519	56977	60596	2517	3980	20027	11917	3267	1837	30257	24483	7050	1843	9641	1625	96402	24865	62322	22006	23889	2557	41147	36722	1357	2297	8479	2070	1604	11661	6655	10144	20543	3205	3944	976	1325	11682	4636	825	2122	152	17084	824	722	73590	364	678	50335	50140	78015	2588	2244	31706
Escherichia albertii	208962	S	20	232	22	108	215	12	53	40	30	7	5	0	0	21	0	40	9	12	0	0	0	0	0	0	0	0	25	0	9	48	18	0	8	0	48	34	0	8	15	0	0	0	24	32	39	0	0	0	22	7	27	21	68	0	16	100	0	0	8	27	0	18	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	24	0	0	9	25	152	0	8	26
Escherichia fergusonii	564	S	14	172	22	75	69	7	80	31	23	0	12	0	0	10	0	6	8	24	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	36	11	0	0	125	0	0	0	0	2072	0	0	0	0	1795	14	42	11	7	0	23	8	0	18	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	20	0	0	35	0	0	134	20	577	0	0	16
Pluralibacter gergoviae	61647	S	177	0	0	8	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
